,business_id,business_name,business_stars,business_is_closed,reviews
10,spIGAtquYQ0S7xai5eJSuA,Basilique du Sacré-Cœur de Montmartre,4.5,False,"[{'id': '-UTG9ngffiL0OHO64QGVQg', 'user': {'id': 'SRGQPSaj5qy07YcJNbAQfg'}, 'text': 'This is recommended by my city walk tour guide as I asked if there is any church worth seeing due to Norte Dame is currently closed. \n\nThis church is...', 'rating': 5}, {'id': 'ciLezAhvnRC60fgNndQElQ', 'user': {'id': 'R7NM7vIyUfSTXvMsw7jNTA'}, 'text': ""This is a wonderful church. We came at dusk.  Didn't stay for service. \nEveryone was very respectful. \nLots of activities out side the church"", 'rating': 5}, {'id': '_1aK35FmEBwKP_TBBkCK3g', 'user': {'id': 'j47AtuDSGacgjuQugEcAPA'}, 'text': ""To be honest I've stopped here more so for the views than heading inside with friends and family.\n\nLet's start out that this is a jaunt and a half if you..."", 'rating': 5}]"
11,WHHt_Jb8Tgidn9mW7oDnIg,La Coïncidence,4.5,False,"[{'id': 'WMRKQUUR3BmjV_EZg7zVfw', 'user': {'id': 'MUr0gTj7hQhG1DHux2hqZA'}, 'text': 'this is for a review from 2019, this place is perfect. would recommend 100%. prices are great, food is astounding.\n\nand i never leave reviews.', 'rating': 5}, {'id': 'CJHA45L37XDV0loBf-cpsg', 'user': {'id': 'EiwxlbR8fb68lMgEXhcWKA'}, 'text': 'I actually found this spot by accident when I was looking for just anything open that we could get into on a cold blistering December night in Paris.\n\nI saw...', 'rating': 4}, {'id': '5vj46mglCUT8_jVFgO8L7g', 'user': {'id': 'NguGOkT5QDUwk_qkBQ0j_Q'}, 'text': ""Doesn't exist at the address listed- I double and triple checked with Google maps and Apple Maps, as well as yelp.  It's just not there."", 'rating': 1}]"
12,657yy3D4SwyQN3xIjG1Iww,Le Potager du Père Thierry,4.5,False,"[{'id': 'h5STOJzjHb8IBcSwC0kCVw', 'user': {'id': 'HfvjH8YplOO6_5bFnlwSZA'}, 'text': ""The food was amazing and the staff couldn't have been lovelier. The place is very cozy however, so I would recommend calling ahead of time and seeing if you..."", 'rating': 5}, {'id': 'aDLVPytf9iZY54byTGuUHQ', 'user': {'id': 'Ac8PN2P8bDJI_RjnSIaKlQ'}, 'text': 'I found Potager on a list of the best crème brûlée places in Paris. In that regard it did not disappoint.\n\nPotager is small. Less than 20 people got inside...', 'rating': 5}, {'id': 'YplrSKuADZKL7Iofz803Zw', 'user': {'id': 'lsaMvMW5hjVGbaT2uwl7MQ'}, 'text': ""Listen.. I was born in Paris, grew up there, and this is my favorite restaurant in town. It's a complete hole in the whole and you'll be so glad you..."", 'rating': 5}]"
13,59t0GoHQBACyUX22iUQ03w,Jardin du Luxembourg,4.5,False,"[{'id': 'VuwRJEf1lo1rHuCnUH2XGA', 'user': {'id': 'yi9eAPNgnqBGaRQ_Eyz2Aw'}, 'text': 'Arguably one of the most beautiful gardens in all of Paris. \n\nIt is it all! Flowers, trees, sculptures, fountains, architectural elements, areas for sports...', 'rating': 5}, {'id': 'gE-UvlsG1FOjBF4aebvrCQ', 'user': {'id': '8oyNLE1bZedbcsHYaTJj2w'}, 'text': ""The gardens in October didn't look too colorful nor interesting. Therefore we didn't pay the fee to explore.  When we come back to Paris again, we will..."", 'rating': 3}, {'id': 'XVtWymi-N46awr60hgIpXg', 'user': {'id': 'IZpWaceT5jGXz7DuePadYw'}, 'text': 'Beat park ever in Paris.  Flowers and statues everywhere. Fountain. Tennis courts...even the Senat is there. \nWe went there on a sunny Saturday afternoon,...', 'rating': 5}]"
14,PHsKPp496sFZm9K9Xz_TlA,Sanukiya,4.5,False,"[{'id': 'uifB9xVof6R6wBp4LL7jdQ', 'user': {'id': 'N15ZbMhXDIPW7XKabjr23Q'}, 'text': 'Japanese udon in Paris, you might be asking yourself? We were in Paris for a few days as part of a broader France trip, visiting from California, and let...', 'rating': 5}, {'id': 'nOcRgBuuNITVhC-8KsndZA', 'user': {'id': 'JB11OUQFwi3J9C7FBO_ayw'}, 'text': 'My good people, this is single handedly the best udon place I have ever eaten at. I was suggested this place by a friend who had spent many many years...', 'rating': 5}, {'id': 'TBB7KeHwWf4mQoYk1kJD_Q', 'user': {'id': 'BkjVAK7NAF77D-T6G252HQ'}, 'text': ""4.5 stars and rounded up! Doing Japanese food proud in Paris! Probably one of the best udon places I've ever eaten at outside of Japan. Came here twice on..."", 'rating': 5}]"
15,0ywhA79RdU_uwPsmXJcYKw,Blé Sucré,4.5,False,"[{'id': 'gvQSo3abQPsNaBvFs79c7A', 'user': {'id': 'PW7FZ5m0lOUW8gCIZzhZ1g'}, 'text': 'Had a few items here and loved them all! We came here the first day we were in Paris and decided to try different bakeries. Our last day, guess where we...', 'rating': 5}, {'id': 'AmJUBpY_tTeAkRCsGCtDRw', 'user': {'id': 'LHsCa_aVta4UbbrcL4hE5A'}, 'text': 'Pretty good croissants, tried the pan au chocolat and almond (almond was delicious). The real star here is the canelé, would definitely return just for...', 'rating': 4}, {'id': '6pXXgNOYf66ERNPV4vHNug', 'user': {'id': 'I65HYZA_OO7j8hnDvdCAKA'}, 'text': 'Amazing! Amazing! So good! We had a flower eclair! Very nice small pastry shop! Chocolate croissant was delicious.', 'rating': 5}]"
16,IU9_wVOGBKjfqTTpAXpKcQ,Bistro des Augustins,4.5,False,"[{'id': 'ZkuuELVcuR8v3jvXnvHtUQ', 'user': {'id': 'mnGFjFvh5E_e8bZL1L5A9g'}, 'text': 'We found this place by accident and I am so glad we did. This was the BEST meal we have had while in Paris.\n\nIf I would have known about this place before I...', 'rating': 5}, {'id': 'DvKcp94DLKhdKVB_jSb_og', 'user': {'id': 'K5sEuK5055nwvsGENc3cow'}, 'text': 'I am so bummed we wasted a meal here during our visit. We had absolutely terrible service, and the food was not worth putting up with the poor treatment....', 'rating': 1}, {'id': 'ceJXixQHv2BAqj_i-_sLFA', 'user': {'id': 'SRGQPSaj5qy07YcJNbAQfg'}, 'text': 'This is always my favorite place to dine in when I am in town. As usual, I came by after visiting Norte Dame. It was around 1:45pm. When I came in, the...', 'rating': 2}]"
17,pztzge22A_c_BfzLHCmaMw,Le Bistro du Périgord,4.5,False,"[{'id': '2Q5HtTfFdUJpOe6ECXfMEQ', 'user': {'id': 'qV1RgnV1ChNUjfW1iz56LQ'}, 'text': 'Unequivocal five stars! Convenient location, attentive, friendly staff with perfect English (who put up with my attempts at ordering in French, anyway.)\nThe...', 'rating': 5}, {'id': 'Yyb-qZdxXaRe2wesiiJz2g', 'user': {'id': 'P4PsFfVPioxjgfXL-fsqKA'}, 'text': 'Absolutely the finest dinner we enjoyed in Paris before a Viking River cruise! We both ordered the special price fixe menu that included a three course...', 'rating': 5}, {'id': 'LhLj6suUzKPlyeE4PMM_fw', 'user': {'id': 'FTmkkbGHQ2AwRnENY5253g'}, 'text': ""Small family run restaurant. Excellent traditional French food. Be sure to check this place out, you won't be disappointed!"", 'rating': 5}]"
18,ctP4c3mwVO5oOzLI48LtuQ,Les Antiquaires,4.5,False,"[{'id': 'Qj2iFxfPxdXFkU9qVz0atw', 'user': {'id': 'RL3L5jfAW-2lNQqDPFSn5A'}, 'text': 'Fabulous seafood. The oysters were delicious. Great atmosphere and the service is excellent.\n\nI highly recommend this place!', 'rating': 5}, {'id': 'kxB2Uu22_cK4IHQkwXAGBw', 'user': {'id': '3KDsIFnjf_cXlvM7bHaVgw'}, 'text': 'A classic French bistro bursting with a young, vibrant clientèle.  \n\nThe highlights include an impressive wine and spirits list, wonderful...', 'rating': 4}, {'id': 'v3otEp8JhRjy3cr69Eh0Gg', 'user': {'id': 'vL-7Z3rtMYLbY-L7Xd0JAw'}, 'text': 'We had a decent meal at this bistro in St Germain during a quick stopover in Paris.  With hundreds of places to choose from in the capital of gastronomy,...', 'rating': 3}]"
19,j2mUHWVXSKSkEuHJao_wKg,Shakespeare and Company,4.5,False,"[{'id': '3n2ldAP8KV7To782yWba6w', 'user': {'id': 't6vGehUyQk1ibU5byNRFKw'}, 'text': 'Aww, the most famous bookstore in Paris!  So much in a small space, yet the layout provides a ""homie"" feeling.  Every topic/category has a section, even if...', 'rating': 5}, {'id': 'KURQiWzcGOjNnYJVU7umsA', 'user': {'id': 'q0x20iNxLLzcXOr5aRMwbA'}, 'text': ""The most cozy & quiet book nook in all of Europe. \n\nI've visited the Shakespeare and Company cafe/bookstore in Philadelphia, PA before it closed down and..."", 'rating': 5}, {'id': 'mEAqbSG3RZ4gwJR9SHtKMA', 'user': {'id': '8E4ak3II6focxG-UC6Ujtw'}, 'text': ""A must visit for avid book readers! Shakespeare and Company is the definition of the perfect bookstore in Paris. It's a pretty and vintage looking beautiful..."", 'rating': 5}]"
20,rbBs01WKKsVZG61q5IwJ_w,Holybelly 5,4.5,False,"[{'id': '2S49O7ai_VEK7xO5ZkQphQ', 'user': {'id': 'oR5az_eNCnfN7e49H3ONhg'}, 'text': 'Our very first meal in Paris did not disappoint. \n\nLike some other reviews I have already read for this place, we patronized this restaurant immediately...', 'rating': 5}, {'id': 'EMcN0ImutZ2K-xM7TtAA5Q', 'user': {'id': 'IGl2xslL30l5LorXydI-nA'}, 'text': ""Simple the best , better than all the rest \n\nPictures don't do these pancakes justice , it's like a pancake and crepe had a baby and then but AMAZING mind..."", 'rating': 5}, {'id': 'X2sA123dff7qfxueBw5qWQ', 'user': {'id': '__8GaZVjxvWHm1Hip5dH8w'}, 'text': 'Visiting Paris a second time, I was able to dine more where the locals did since the first trip was mostly guided by a tour group. Fun too of course, but I...', 'rating': 5}]"
21,KggnM_Z4wOa_JExunaaWHg,Le Temps des Cerises,4.5,False,"[{'id': 'tdu3KptQ6qWXoyKAgW3QOw', 'user': {'id': '3t_Jf5R5uRllg9ERHnsgRQ'}, 'text': 'This was the best restaurant that my husband and I ate at during our week in Paris, but unfortunately we only discovered it on the last night, otherwise we...', 'rating': 5}, {'id': 'ITFygfy_jeddR5mIvE9UIw', 'user': {'id': 'PLOYtrCMUFPHQe2IbYAd5g'}, 'text': 'You guys, my first review of this place is 5+ years ago and I\'ve been back as many times. It\'s a bittersweet place because it\'s my ""last night"" dinner....', 'rating': 5}, {'id': 'CM6N7Hckq7-keEMfdl2QmA', 'user': {'id': 'ZY482YKVnxVs3OUa7J1V2A'}, 'text': 'Friendly service and quiet, cozy location, but very mediocre food. I expected so much more considering the strong reviews.\n\nSea bass was so fishy smelling...', 'rating': 3}]"
22,SkZWjUwmNgcCJJQvgJT1DQ,La Jacobine,4.5,False,"[{'id': '8BnIe-JVbbivknArbXtVnQ', 'user': {'id': 'SRGQPSaj5qy07YcJNbAQfg'}, 'text': 'I came here twice when I was in town. Servers were very friendly, and they were very kind that they spoke to me in English. They were also very patient by...', 'rating': 5}, {'id': 'JQjygHh6IEfVz-NybBu5-A', 'user': {'id': 'tVBDCzIAU8ZHgtTQ3M_4zQ'}, 'text': 'This place is the best definition of homey, great tasting food! Not only is the ambiance quaint (there are a total of maybe 25 tables), the service is...', 'rating': 5}, {'id': 'cfKWJo_VUpqAkC3k3rIrbQ', 'user': {'id': 'UAB1Zyg6Q0oEpXeYRf5K_g'}, 'text': ""We had a great time at this cozy restaurant! The most impressive was that our attentive server remembered the names of everyone's he's seated! \n\nWe didn't..."", 'rating': 4}]"
23,2U00N6efcaeHQuzyWVzKdQ,Opéra National de Paris - Palais Garnier,4.5,False,"[{'id': '7JwBz_uhDQKVyFiN03bMAw', 'user': {'id': '6eP6sCJrs2ZovqRggtE36w'}, 'text': 'If you enjoy the arts (dance, costumes, theatre, opera, architecture- or the Phantom of the Opera musical) this experience is great! It has long been on my...', 'rating': 5}, {'id': 'ccSqi5nKDf5qeAr8cQdA4Q', 'user': {'id': 'UQa9RqoJZWAawzqN-2pT2Q'}, 'text': ""I've always wanted to check out this Opera house in Paris and you can do this easily just check out the hours and buy a ticket. The price is reasonable..."", 'rating': 5}, {'id': 'oO1FVN1Ph9DJUe40Nh6N5g', 'user': {'id': 'GlEhxPlaofxOOvcf-5guvw'}, 'text': 'Definitely one of my favourite spot in Paris, and I feel like everyone should visit it at least once. The gorgeous architecture and the history of this...', 'rating': 5}]"
24,Pl2Wv3d8WlrDJRym8m_2gg,Musée de l’Orangerie,4.5,False,"[{'id': 'XSYXEq4oLXxXKzekkPxe0A', 'user': {'id': 'iC829NnuvTXumM4V11PvAg'}, 'text': ""Went in the morning a half an hr after opening.\nGot in line to go through security then we paid at the desk to the right.\nBackpack wasn't allowed in so..."", 'rating': 5}, {'id': '3ZaP_v3OToTh4UhelXnDyg', 'user': {'id': 'fr1Hz2acAb3OaL3l6DyKNg'}, 'text': ""This museum is the home of Monet's water lilies. If you want to see the spectacular drawings with Monet water lilies with long and wide painting, this is..."", 'rating': 4}, {'id': 'jMgx0bYhABzND23Ghr9l9A', 'user': {'id': '1gov-oAqh5LMrOkYeP7tbA'}, 'text': ""Excellent museum stop. The Monet water lily room is a must! Absolutely stunning. There's lots more Monets and Renoirs. It's a smaller museum but we'll worth..."", 'rating': 5}]"
25,kYb2q4Li8Cw2PY_I9lCJOw,Chez Janou,4.0,False,"[{'id': 'vjA0TRgh3GSpRbpCxiziQg', 'user': {'id': '1X2_b8rrk2x-RAoNzWSmFg'}, 'text': ""i would literally love to move into chez janou permanently. please. i'm begging.\n\nthe whole experience (and with the mousse thrown on the plate, it WAS an..."", 'rating': 5}, {'id': '54lcKtNaI2osPQwxd7mZkw', 'user': {'id': 'yNFThX3D_q_n9QIOVNSkfA'}, 'text': 'Even at Tue night this place was packed at 9:30pm. I got a table at the bar. The waiter at the bar was busy non stop. \nI order the muscles which was very...', 'rating': 4}, {'id': 'aPJUziZ58f6UO8yQ6VLK1w', 'user': {'id': 'KVJMmL0YhWwZRUhhMNkpjA'}, 'text': ""The food is really good, but the service is kind of bad. I'm not sure if it's just the restaurant but it was kind of frustrating. My partner and I just..."", 'rating': 4}]"
26,vGbC1fqOEGbK-eLLYN6U_w,Musée Rodin,4.5,False,"[{'id': '05PF0ZGMT2IOhOtOSp5c7Q', 'user': {'id': '7rI5uk1QY62ufvq1O8XfwQ'}, 'text': ""The Rodin Museum is the only museum we visited where the art was outside.  The museum designers took advantage of the marble and stone sculptures' ability..."", 'rating': 5}, {'id': 'LF_JQm5EBBuq8jbSnqDfdQ', 'user': {'id': 'j47AtuDSGacgjuQugEcAPA'}, 'text': 'Fun museum, but definitely smaller than most.\n\nWhile all the artwork and sculptures are great, as mentioned before, it is not the largest museum for the...', 'rating': 4}, {'id': 'YjJ2ss7vjG8v-kU99st1-Q', 'user': {'id': 'R7NM7vIyUfSTXvMsw7jNTA'}, 'text': ""This was a special day. We've been before so we had things we wanted to see again.  The garden had a lot of roses in bloom.  The fountain was empty of water..."", 'rating': 5}]"
27,arT8b1fhGKwMzZ4WsaXUww,Eggs & Co,4.5,False,"[{'id': 'eFVhHYAEMgf4qBeaKTfTcg', 'user': {'id': '8xaJJEmMGK8UNfbdE1JbXg'}, 'text': ""Wow. I'm not an egg person. But wanted to try something different while i was in Paris. This place is small but cute; Very intimate. Service was great! I..."", 'rating': 5}, {'id': 'vhve3v31j1djenP0Asxeqw', 'user': {'id': 'Bwpp9Zl2lhz7VA547EQwwA'}, 'text': ""Here's the short version. American style breakfast, friendly service, takes credit card. \n\nReminder, the French normally don't eat a heavy breakfast...."", 'rating': 4}, {'id': 'Hx1PzZV_81mmO6gAyaT80g', 'user': {'id': '_Td5uXH2JadFZNDwbDA0nQ'}, 'text': 'Amazing little fun spot for breakfast. Delicious food and coffee. So glad we popped in and will be back!', 'rating': 4}]"
28,-3tNuJuANQAEv7YA1F7mqg,Holybelly 19,4.5,False,"[{'id': 'gKIgpndZJLUGZCe078Bq-Q', 'user': {'id': 'ce8naUi7589JzgNCaSb9zw'}, 'text': ""Best breakfast we had in Paris!\n\nWe went twice and I think we'll go a third time while we are here. The menu is so good we want to try it all! \n\nIt's also..."", 'rating': 5}, {'id': 'u7kYSgpr1TfSmjgVYwsY9g', 'user': {'id': 'fMe4Zf-nhjJQagOi-wNwJw'}, 'text': ""We did not eat here, but I wanted to write this review just to inform you that this place isn't the place that serves brunch.  \n\nYou have to go down the..."", 'rating': 4}, {'id': 'D6s8nRDQBHctL1HUYZe1eQ', 'user': {'id': 'mIQ4v2V0cDKHdkBPlBUTjg'}, 'text': 'I can\'t decide if ""Holybelly"" is a term more fitting for how happy my belly was eating all of their incredible food, or if it\'s more fitting for what I want...', 'rating': 5}]"
29,H45IsXGTW0XjG0-yRlGPJg,La Cave Gourmande,4.5,False,"[{'id': 'NuXUCAsSm_oQHSNPJlqFyA', 'user': {'id': 'vJutwtJWZMzZcuyieIrD1g'}, 'text': 'The interior has a limited amount of seating. It is catered towards larger groups though. There are 2 tables for 6, and 2 tables for 4, with only one table...', 'rating': 5}, {'id': 'MNaBJBPAHLVg9AWEU3riWw', 'user': {'id': '8_APo4b5Y2lDlP681zvROA'}, 'text': 'This iconic place in the heart of Montmartre is equal parts made for the tourists and the locals. Yes, there are touristy (or as the French would say,...', 'rating': 4}, {'id': 'RtT2XbzIwhv6ODDvk0breA', 'user': {'id': 'vOF0VwAiVTxnpLfVy5F8aA'}, 'text': 'Must say that the outdoor seating area is very unassuming / cause of suspicion (zero people around, no decorations, broken mirror). But given other raving...', 'rating': 4}]"
30,OlKlrqbTx94iMPuakMs0Pw,Du Pain et des Idées,4.5,False,"[{'id': 'eerApootT48aQsZPW8HyaQ', 'user': {'id': 'sILEA5_pp6-wrV2NOhcx0Q'}, 'text': '- best croissants in Paris\n- best cinnamon rolls I had in Paris\n- banana croissant has a good banana taste to it, but no chocolate\n- coffee is a PASS (not...', 'rating': 5}, {'id': '18HhyuRiz6mNKFkv6FP9qw', 'user': {'id': 'PW7FZ5m0lOUW8gCIZzhZ1g'}, 'text': 'Just okay. \n\nWe came pretty early in the morning (at least by 8AM) and there was already a line that had formed. The line moved relatively quickly and the...', 'rating': 3}, {'id': 'sfr0lfYnorPEHPvhj2aL7g', 'user': {'id': '_ZlJA1oBI1JotQviBUBa8Q'}, 'text': 'Stopped by for a few pastries and was impressed with how flaky the items were! \n\nThe line took about 40 minutes, and it was a bit hard to find. We ended up...', 'rating': 5}]"
